地面型仓库一般是指单层地面库，多实用非货架型的保管设备。,单层地面库 实用 非货架型 保管设备,10,地面型|仓库|一般|是|指|单层|地面库|，|多|实用|非货架型|的|保管|设备|。,a|n|ad|v|v|n|n|w|d|a|a|u|vn|n|w|w,单层|地面库| |实用| |非货架型| |保管|设备,n|n|w|a|w|a|w|vn|n|w
物流信息系统按系统配置分类：分为单机系统和计算机网络系统。,单机系统 计算机网络系统,10,物流|信息系统|按|系统|配置|分类|：|分为|单机|系统|和|计算机|网络|系统|。,n|n|p|n|vn|vn|w|v|n|n|c|n|n|n|w|w,单机|系统| |计算机|网络|系统,n|n|w|n|n|n|w
物品出库时的“五检查”指的是：对单据和实物要进行品名检查、规格检查、包装检查、数量检查、重量检查。,单据 实物 品名检查 规格检查 包装检查 数量检查 重量检查,10,物品|出库|时|的|“|五|检查|”|指|的|是|：|对|单据|和|实物|要|进行|品名检查|、|规格|检查|、|包装|检查|、|数量|检查|、|重量|检查|。,n|v|n|u|w|m|vn|w|v|u|v|w|p|n|c|n|v|v|vn|w|n|vn|w|vn|vn|w|n|vn|w|n|vn|w|w,单据| |实物| |品名|检查| |规格|检查| |包装|检查| |数量|检查| |重量检查,n|w|n|w|n|vn|w|n|vn|w|vn|vn|w|n|vn|w|vn|w
GPS根据接收机的频率分类：单频接收机和双频接受机。,单频接收机 双频接收机,10,GPS|根据|接收机|的|频率|分类|：|单|频|接收机|和|双频接受机|。,n|p|n|u|n|vn|w|a|n|n|c|nz|w|w,单频接收机| |双频|接收机,nz|w|n|n|w
条码密度：是指单位长度条码所表示条码字符的个数。,单位长度条码 条码字符 个数,10,条码|密度|：|是|指|单位|长度|条码|所|表示|条码|字符|的|个|数|。,n|n|w|v|v|n|n|n|u|v|n|n|u|q|n|w|w,单位|长度|条码| |条码|字符| |个|数,n|n|n|w|n|n|w|q|n|w
配货作业的主要形式包括 ：单一配货作业、集中配货作业,单一配货作业 集中配货作业,10,配货|作业|的|主要|形式|包括| |：|单一|配货|作业|、|集中|配货|作业,vn|n|u|a|n|v|w|w|a|vn|n|w|ad|v|n|w,单一|配货|作业| |集中|配货|作业,a|vn|n|w|ad|v|n|w
运输合同的分类以承运人的多少为标准，分为单一运输合同和联合运输合同。,单一运输合同 联合运输合同,10,运输|合同|的|分类|以|承运人|的|多少|为|标准|，|分为|单一|运输|合同|和|联合|运输|合同|。,vn|n|u|vn|p|n|u|r|v|n|w|v|a|vn|n|c|vn|vn|n|w|w,单一|运输|合同| |联合|运输|合同,a|vn|n|w|vn|vn|n|w
GPS根据接收机的用途分类：导航式接收机、测地型接收机、授时型接收机。,导航式接收机 测地型接收机 授时型接收机,10,GPS|根据|接收机|的|用途|分类|：|导航式|接收机|、|测|地型|接收机|、|授时型|接收机|。,n|p|n|u|n|vn|w|a|n|w|v|a|n|w|a|n|w|w,导航式|接收机| |测|地型|接收机| |授时型|接收机,a|n|w|v|a|n|w|a|n|w
地理数据：是用来描述地球表面所有要素或物质（地理实体）的数量、质量、分布特征、联系和规律信息的数字、文字、图像、图形和声音等符号的总称。,地球表面 要素 物质 数量 质量 分布特征 联系 规律信息 数字 文字 图像 图形 声音 符号 总称,10,地理|数据|：|是|用来|描述|地球|表面|所有|要素|或|物质|（|地理|实体|）|的|数量|、|质量|、|分布|特征|、|联系|和|规律|信息|的|数字|、|文字|、|图像|、|图形|和|声音|等|符号|的|总称|。,n|n|w|v|v|v|n|n|a|n|c|n|w|n|n|w|u|n|w|n|w|vn|n|w|vn|c|n|n|u|n|w|n|w|n|w|n|c|n|u|n|u|n|w|w,地球|表面| |要素| |物质| |数量| |质量| |分布|特征| |联系| |规律|信息| |数字| |文字| |图像| |图形| |声音| |符号| |总称,n|n|w|n|w|n|w|n|w|n|w|vn|n|w|vn|w|n|n|w|n|w|n|w|n|w|n|w|n|w|n|w|n|w
地理信息的特性：地域性、多维性、动态性。,地域性 多维性 动态性,10,地理|信息|的|特性|：|地域性|、|多维性|、|动态性|。,n|n|u|n|w|n|w|n|w|n|w|w,地域性| |多维性| |动态性,n|w|n|w|n|w
射频识别技术：基本原理是电磁理论，是一种非接触式的自动识别技术。,电磁理论 非接触式 自动识别技术,10,射频识别技术|：|基本原理|是|电磁理论|，|是|一种|非接触式|的|自动|识别|技术|。,nz|w|n|v|nz|w|v|m|a|u|a|vn|n|w|w,电磁理论| |非接触式| |自动|识别|技术,nz|w|a|w|ad|v|n|w
定量库存控制法也称为订购点法，是以固定订购点和订购批量为基础的一种库存量控制方法。,订购点法 固定订购点和订购批量 基础 库存量控制方法,10,定量库存控制法|也|称为|订购|点|法|，|是|以|固定|订购|点|和|订购批量|为|基础|的|一种|库存量|控制|方法|。,nz|d|v|vn|n|n|w|v|p|v|vn|n|c|nz|v|n|u|m|n|vn|n|w|w,订购点法| |固定|订购|点|和|订购批量| |基础| |库存量|控制|方法,nz|w|v|vn|n|c|nz|w|n|w|n|vn|n|w
周转库存：指因订货以每次一批的方式进行时形成的周期性库存。,订货 每次一批 周期性库存,10,周转库存|：|指|因|订货|以|每次|一批|的|方式|进行|时|形成|的|周期性|库存|。,nz|w|v|p|v|p|r|m|u|n|v|n|v|u|n|n|w|w,订货| |每次|一批| |周期性|库存,v|w|r|m|w|n|n|w
库存成本的构成：订货成本、保管成本、缺货成本、进货成本与购买成本、固定成本和变动成本。,订货成本 保管成本 缺货成本 进货成本与购买成本 固定成本和变动成本,10,库存|成本|的|构成|：|订货|成本|、|保管|成本|、|缺货|成本|、|进货|成本|与|购买|成本|、|固定成本|和|变动成本|。,vn|n|u|vn|w|vn|n|w|v|n|w|vn|n|w|vn|n|c|vn|n|w|n|c|n|w|w,订货|成本| |保管|成本| |缺货|成本| |进货|成本|与|购买|成本| |固定成本|和|变动成本,vn|n|w|v|n|w|vn|n|w|vn|n|c|vn|n|w|n|c|n|w
盘点：是指定期或临时对库存物品的实际数量清查、清点的作业。,定期 临时 库存物品 实际数量 清查 清点 作业,10,盘点|：|是|指定期|或|临时|对|库存|物品|的|实际|数量|清查|、|清点|的|作业|。,vn|w|v|n|c|d|p|vn|n|u|a|n|vn|w|v|u|n|w|w,定期| |临时| |库存|物品| |实际|数量| |清查| |清点| |作业,a|w|a|w|vn|n|w|a|n|w|vn|w|vn|w|n|w
盘点方式包括：定期盘点和临时盘点。,定期盘点 临时盘点,10,盘点|方式|包括|：|定期|盘点|和|临时|盘点|。,vn|n|v|w|vd|v|c|a|vn|w|w,定期|盘点| |临时|盘点,vd|v|w|d|v|w
运输市场按时间要求可分为定期运输市场、不定期运输市场、快捷运输市场等。,定期运输市场 不定期运输市场 快捷运输市场,10,运输|市场|按|时间|要求|可|分为|定期|运输|市场|、|不定期|运输|市场|、|快捷|运输|市场|等|。,vn|n|p|n|n|v|v|vd|v|n|w|d|v|n|w|a|vn|n|u|w|w,定期|运输|市场| |不定期|运输|市场| |快捷|运输|市场,vd|v|n|w|d|v|n|w|a|vn|n|w
配送的种类按配送时间和商品数量，分为定时配送、定量配送、定时定量配送、定时定路线配送、即时配送。,定时配送 定量配送 定时定量配送 定时定路线配送 即时配送,10,配送|的|种类|按|配送|时间|和|商品|数量|，|分为|定时|配送|、|定量|配送|、|定时|定量|配送|、|定时定路线|配送|、|即时|配送|。,v|u|n|p|vn|n|c|n|n|w|v|vd|v|w|vd|v|w|vd|vd|v|w|nz|v|w|d|v|w|w,定时|配送| |定量|配送| |定时|定量|配送| |定时定路线|配送| |即时|配送,vd|v|w|vd|v|w|vd|vd|v|w|nz|v|w|d|v|w
仓储管理的对象是库存物品，仓储管理是在库物品保管的方法和措施的总和。,对象 库存物品 在库物品保管 方法 措施 总和,10,仓储|管理|的|对象|是|库存|物品|，|仓储|管理|是|在|库|物品|保管|的|方法|和|措施|的|总和|。,vn|vn|u|n|v|vn|n|w|vn|vn|v|p|n|n|v|u|n|c|n|u|n|w|w,对象| |库存|物品| |在|库|物品|保管| |方法| |措施| |总和,n|w|vn|n|w|p|n|n|v|w|n|w|n|w|n|w
货架型仓库指采用多层货架保管的仓库。货架上放着物品和托盘，物品和托盘可在货架上滑动。,多层货架保管 货架 物品 托盘 滑动,10,货架型|仓库|指|采用|多层|货架|保管|的|仓库|。|货架|上|放|着|物品|和|托盘|，|物品|和|托盘|可|在|货架|上|滑动|。,a|n|v|v|m|n|v|u|n|w|n|f|v|u|n|c|n|w|n|c|n|v|p|n|f|v|w|w,多层|货架|保管| |货架| |物品| |托盘| |滑动,n|n|v|w|n|w|n|w|n|w|v|w
GPS根据接收机所具有的通道种类：可分为多通道接收机、序贯通道接收机和多路多用通道接收机。 ,多通道接收机 序贯通道接收机 多路多用通道接收机,10,GPS|根据|接收机|所|具有|的|通道|种类|：|可|分为|多|通道|接收机|、|序贯|通道|接收机|和|多路|多|用|通道|接收机|。| ,n|p|n|u|v|u|n|n|w|v|v|a|n|n|w|a|n|n|c|n|d|p|n|n|w|w|w,多|通道|接收机| |序贯|通道|接收机| |多路|多|用|通道|接收机,a|n|n|w|vn|n|n|w|n|d|p|n|n|w
综合库是用于存放多种不同属性物品的仓库。,多种 不同属性 物品 仓库,10,综合|库|是|用于|存放|多种|不同|属性|物品|的|仓库|。,vn|n|v|v|v|m|a|n|n|u|n|w|w,多种| |不同|属性| |物品| |仓库,m|w|a|n|w|n|w|n|w
物品出库时的“三核”指的是：在发货时，要核对凭证、核对账卡、核对实物。,发货 核对凭证 核对账卡 核对实物,10,物品|出库|时|的|“|三|核|”|指|的|是|：|在|发货|时|，|要|核对|凭证|、|核对账卡|、|核对|实物|。,n|v|n|u|w|m|n|w|v|u|v|w|p|v|n|w|v|v|n|w|nz|w|v|n|w|w,发货| |核对|凭证| |核对账卡| |核对|实物,v|w|v|n|w|nz|w|v|n|w
数据：是人们用来反映客观事物而记录下来的可以鉴别的符号，是客观事物的基本表达。,反映 客观事物 记录 可以鉴别 符号 客观事物 基本表达,10,数据|：|是|人们|用来|反映|客观|事物|而|记录|下来|的|可以|鉴别|的|符号|，|是|客观|事物|的|基本|表达|。,n|w|v|n|v|v|a|n|c|v|v|u|v|v|u|n|w|v|a|n|u|a|vn|w|w,反映| |客观|事物| |记录| |可以|鉴别| |符号| |客观|事物| |基本|表达,v|w|a|n|w|n|w|v|v|w|n|w|a|n|w|d|v|w
物流信息：是指反映物流各种活动内容的知识、资料、图像、数据、文件的总称。,反映 物流各种活动内容 知识 资料 图像 数据 文件 总称,10,物流|信息|：|是|指|反映|物流|各种|活动|内容|的|知识|、|资料|、|图像|、|数据|、|文件|的|总称|。,n|n|w|v|v|v|n|r|n|n|u|n|w|n|w|n|w|n|w|n|u|n|w|w,反映| |物流|各种|活动|内容| |知识| |资料| |图像| |数据| |文件| |总称,v|w|n|r|n|n|w|n|w|n|w|n|w|n|w|n|w|n|w
栅格格式：使用方格来模拟实体。,方格 模拟 实体,10,栅格|格式|：|使用|方格|来|模拟|实体|。,n|n|w|v|n|v|v|n|w|w,方格| |模拟| |实体,PER|w|vn|w|n|w
航空货物运输，是指利用飞机或飞行器进行运输的一种运输形式。,飞机 飞行器 运输 运输形式,10,航空|货物|运输|，|是|指|利用|飞机|或|飞行器|进行|运输|的|一种|运输|形式|。,n|n|vn|w|v|v|v|n|c|n|v|vn|u|m|vn|n|w|w,飞机| |飞行器| |运输| |运输|形式,n|w|n|w|vn|w|vn|n|w
无线射频识别技术：是一种非接触的自动识别技术，其基本原理是利用射频信号和空间耦合（电感或者电磁耦合）传输特性，实现对被识别物体的自动识别。,非接触 自动识别技术 射频信号 空间耦合 传输特性 被识别物体 自动识别,10,无线|射频|识别|技术|：|是|一种|非|接触|的|自动|识别|技术|，|其|基本原理|是|利用|射频信号|和|空间|耦合|（|电感|或者|电磁|耦合|）|传输|特性|，|实现|对|被|识别|物体|的|自动|识别|。,a|n|vn|n|w|v|m|d|v|u|a|vn|n|w|r|n|v|v|nz|c|n|v|w|n|c|n|v|w|vn|n|w|v|p|p|v|n|u|a|vn|w|w,非|接触| |自动|识别|技术| |射频信号| |空间|耦合| |传输|特性| |被|识别|物体| |自动|识别,d|v|w|ad|v|n|w|nz|w|n|v|w|vn|n|w|p|v|n|w|ad|v|w
分货中心是主要从事分货工作的物流据点。,分货 物流据点,10,分|货|中心|是|主要|从事|分|货|工作|的|物流|据点|。,v|n|n|v|ad|v|v|n|n|u|n|n|w|w,分|货| |物流|据点,v|n|w|n|n|w
配货作业的基本流程：分类；配货检查；包装、打捆,分类 配货检查 包装 打捆,10,配货|作业|的|基本|流程|：|分类|；|配货|检查|；|包装|、|打捆,vn|n|u|a|n|w|vn|w|vn|vn|w|n|w|v|w,分类| |配货|检查| |包装| |打捆,vn|w|vn|vn|w|n|w|vn|w
散装作业：是指对粉末状物品及大批不适宜包装的散货进行的装卸搬运活动。,粉末状物品 大批 不适宜包装 散货 装卸 搬运,10,散装|作业|：|是|指|对|粉末状|物品|及|大批|不适宜|包装|的|散货|进行|的|装卸|搬运|活动|。,a|n|w|v|v|p|n|n|c|m|a|n|u|n|v|u|vn|vn|n|w|w,粉末状|物品| |大批| |不适宜|包装| |散货| |装卸| |搬运,n|n|w|m|w|a|n|w|n|w|vn|w|v|w
液体危险品保税仓库，是指符合国家关于危险化学品仓储规定的，专门提供石油、成品油或者其它散装液体危险化学品保税仓储服务的保税仓库。,符合 危险化学品仓储 规定 提供 石油 成品油 其他散装液体危险化学品,10,液体|危险品|保税|仓库|，|是|指|符合|国家|关于|危险|化学品|仓储|规定|的|，|专门|提供|石油|、|成品油|或者|其它|散装|液体|危险|化学品|保税|仓储|服务|的|保税|仓库|。,n|n|vn|n|w|v|v|v|n|p|a|n|vn|n|u|w|d|v|n|w|n|c|r|a|n|a|n|vn|vn|vn|u|vn|n|w|w,符合| |危险|化学品|仓储| |规定| |提供| |石油| |成品油| |其他|散装|液体|危险|化学品,v|w|a|n|vn|w|v|w|v|w|n|w|n|w|r|a|n|a|n|w
运输方式按运输范畴分类：干线运输；支线运输；二次运输；厂内运输。,干线运输 支线运输 二次运输 厂内运输,10,运输|方式|按|运输|范畴|分类|：|干线|运输|；|支线|运输|；|二次|运输|；|厂内|运输|。,vn|n|p|vn|n|vn|w|n|vn|w|n|vn|w|m|vn|w|s|v|w|w,干线运输| |支线|运输| |二次|运输| |厂内|运输,nz|w|n|vn|w|m|vn|w|s|v|w
GPS系统特点：高精度、全天候、高效率、多功能、操作简便、应用广泛等。,高精度 全天候 高效率 多功能 操作简便 应用广泛,10,GPS|系统|特点|：|高精度|、|全天|候|、|高效率|、|多功能|、|操作|简便|、|应用|广泛|等|。,nz|n|n|w|n|w|TIME|v|w|n|w|n|w|vn|a|w|v|a|u|w|w,高精度| |全天|候| |高效率| |多功能| |操作|简便| |应用|广泛,n|w|TIME|v|w|n|w|n|w|vn|a|w|v|a|w
拣选作业是根据出库信息或订单， 将顾客订购的物品从保管区或拣货区取出，也可以直接在进货过程中取出，并运至配货区的作业过程。 ,根据 出库信息 订单 顾客订购 物品 保管区 拣货区 取出 进货过程 取出 运至配货区 作业工程,10,拣选|作业|是|根据|出库|信息|或|订单|，| |将|顾客|订购|的|物品|从|保管|区|或|拣货|区|取出|，|也|可以|直接|在|进货|过程|中|取出|，|并|运|至|配货|区|的|作业|过程|。| ,vn|n|v|p|vn|n|c|n|w|w|p|n|v|u|n|p|vn|n|c|vn|n|v|w|d|v|ad|p|vn|n|f|v|w|c|v|p|vn|n|u|vn|n|w|w|w,根据| |出库|信息| |订单| |顾客|订购| |物品| |保管|区| |拣货|区| |取出| |进货|过程| |取出| |运|至|配货|区| |作业|工程,p|w|vn|n|w|n|w|n|v|w|n|w|vn|n|w|vn|n|w|v|w|vn|n|w|v|w|v|v|vn|n|w|n|n|w
GPS的主要功能：跟踪车辆、船舶、信息传递和查询、及时报警、支持管理。,跟踪车辆 船舶 信息传递和查询 及时报警 支持管理,10,GPS|的|主要|功能|：|跟踪|车辆|、|船舶|、|信息|传递|和|查询|、|及时|报警|、|支持|管理|。,n|u|a|n|w|v|n|w|n|w|n|vn|c|vn|w|ad|v|w|v|vn|w|w,跟踪|车辆| |船舶| |信息|传递|和|查询| |及时|报警| |支持|管理,v|n|w|n|w|n|vn|c|vn|w|ad|v|w|v|vn|w
零担货物运输可以分为公路零担、铁路零担、航空零担三种。,公路零担 铁路零担 航空零担,10,零担|货物|运输|可以|分为|公路|零担|、|铁路|零担|、|航空|零担|三种|。,n|n|vn|v|v|n|n|w|n|n|w|n|n|m|w|w,公路|零担| |铁路|零担| |航空|零担,n|n|w|n|n|w|n|n|w
运输方式按运输设备及运输工具分类：公路运输；铁路运输；水路运输；航空运输；,公路运输 铁路运输 水路运输 航空运输,10,运输|方式|按|运输|设备|及|运输工具|分类|：|公路|运输|；|铁路|运输|；|水路|运输|；|航空运输|；,vn|n|p|vn|n|c|n|vn|w|n|vn|w|n|vn|w|n|vn|w|vn|w|w,公路|运输| |铁路运输| |水路|运输| |航空运输,n|vn|w|vn|w|n|vn|w|vn|w
网络GPS的特点：功能多，精度高，覆盖广，定位速度快，信息传输有保密性高。,功能多 精度高 覆盖广 定位速度快 信息传输 保密性高,10,网络|GPS|的|特点|：|功能|多|，|精度高|，|覆盖|广|，|定位|速度快|，|信息|传输|有|保密性|高|。,n|n|u|n|w|n|a|w|a|w|v|a|w|vn|a|w|n|vn|v|n|a|w|w,功能|多| |精度高| |覆盖|广| |定位|速度快| |信息|传输| |保密性|高,n|a|w|a|w|v|a|w|vn|a|w|n|vn|w|n|a|w
