配送：是指“在经济合理区域范围内，根据用户的要求，对物品进行拣选、加工、包装、分割、组配等作业，并按时送达指定地点的物流活动	10
配送要素：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。	10
集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。	10
配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。	10
分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。	10
拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业	10
配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。	10
在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。	10
配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。	10
如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。	10
