配送要素包括：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。,配送要素：集货、储存、分拣和拣选、配货、配装、配送运输、送达服务。,10
将分散的或小批量的物品集中起来，以便进行运输、配送的作业就是集货 。,集货是指将分散的或小批量的物品集中起来，以便进行运输、配送的作业 。,10
配送中的储存形态有储备及暂存。 储备数量较大，更加有计划性。暂存是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。,配送中的储存有储备及暂存两种形态。 配送储备储备数量较大，储存更加有计划性。暂存，是具体执行日配送时，按分拣配货要求，在理货场地所做的少量储存准备 。,10
将物品按品种、出入库先后顺序进行分门别类堆放的作业就是分拣。,分拣是将物品按品种、出入库先后顺序进行分门别类堆放的作业。,10
按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业就是拣选,拣选是按订单或出库单的要求，从储存场所选出物品，并放置指定地点的作业,10
使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点的过程就是配货。,配货是使用各种拣选设备和传输装置，将存放的物品，按客户要求分拣出来，配备齐全，送入指定发货地点。,10
配装用来解决在单个客户配送数量不能达到车辆的有效运载负荷时，如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题，这就需要配装。,10
配送运输一般使用汽车做运输工具，是一种较短距离、较小规模、额度较高的运输形式。,配送运输是较短距离、较小规模、额度较高的运输形式，一般使用汽车做运输工具。,10
配送运输的特点：组合最佳路线，使配装和路线有效搭配，工作难度较大。,如何组合成最佳路线，如何使配装和路线有效搭配等，是配送运输的特点，也是难度较大的工作。,10
配送作业活动以客户发出的订货信息作为配送作业的驱动源。,配送作业活动是以客户发出的订货信息（即订单）作为配送作业的驱动源的。,10
顾客订单是配送服务质量得以保证的基础，是配送服务的第一个环节。,顾客订单是配送服务的第一个环节，也是配送服务质量得以保证的基础。,10
订单：是配送中心开展配送业务的依据。配送中心接到客户订单以后需要对订单加以处理，据以安排分拣、补货、配货、送货等作业环节。,订单是配送中心开展配送业务的依据，配送中心接到客户订单以后需要对订单加以处理，据以安排分拣、补货、配货、送货等作业环节。,10
依据顾客的订货要求或配送中心的送货计划，迅速、准确地将商品向从其储位或其他区域拣取出来，并按一定的方式进行分类、集中，等待配装送货的作业过程就是拣货作业。,拣货作业：依据顾客的订货要求或配送中心的送货计划，迅速、准确地将商品向从其储位或其他区域拣取出来，并按一定的方式进行分类、集中，等待配装送货的作业过程。,10
为了顺利、有序、方便地向客户发送商品，对组织来的各种货物进行整理，并依据订单要求进行组合的部门就是配送中心。,配送中心：为了顺利、有序、方便地向客户发送商品，对组织来的各种货物进行整理，并依据订单要求进行组合的过程。,10
配货是指使用各种拣选设备和传输装置，将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,配货：使用各种拣选设备和传输装置，将存放的货物，按客户的要求分拣出来，配备齐全，送入指定发货区。,10
配装是指进行搭配装载以充分利用运能、运力。在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物的问题。,配装：在单个客户配送数量不能达到车辆的有效运载负荷时，就存在如何集中不同客户的配送货物，进行搭配装载以充分利用运能、运力的问题。,10
送货作业：需要事先规划配送区域的划分或配送线路的安排，由配送路线选用的先后次序来决定商品装车顺序，并在商品配送途中进行商品跟踪、控制。包含将货物装车并实际配送。,送货作业：包含将货物装车并实际配送。需要事先规划配送区域的划分或配送线路的安排，由配送路线选用的先后次序来决定商品装车顺序，并在商品配送途中进行商品跟踪、控制。,10
流通加工是指物品在从生产领域向消费领域流动的过程中，流通主体为了完善流通服务功能，促进销售、维护产品质量和提高物流效率而开展的一项活动。,流通加工：物品在从生产领域向消费领域流动的过程中，流通主体（即流通当事人）为了完善流通服务功能，促进销售、维护产品质量和提高物流效率而开展的一项活动。,10
进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节，也是决定配送效益高低的关键环节。具体是指配送中心根据客户的需要，为配送业务的顺利实施，而从事的组织商品货源和进行商品存储的一系列活动。,进货：配送中心根据客户的需要，为配送业务的顺利实施，而从事的组织商品货源和进行商品存储的一系列活动。进货是配送的准备工作或基础工作，它是配送的基础环节，又是决定配送成败与否、规模大小的最基础环节。同时，也是决定配送效益高低的关键环节。,10
顾客下单、订单处理、拣货、配货、配装、配送、流通加工和进货构成了配送作业的流程,配送作业流程：顾客下单；订单处理；拣货；配货；配装；配送；流通加工；进货；,10
配送模式有自营配送模式、共同配送模式和第三方配送三种。,配送模式：自营配送模式；共同配送模式；第三方配送。,10
直线制；职能制；直线职能制；矩阵制等构成了常见的组织结构形式。,常见的组织结构形式：直线制；职能制；直线职能制；矩阵制。,10
直线制的优点：结构简单、权力集中、责任分明、命令统一、联系简捷；直线制的缺点：管理职能集中由一人承担，容易发生较大失误；部门间协调差 。,直线制的优缺点：优点——结构简单、权力集中、责任分明、命令统一、联系简捷；缺点——管理职能集中由一人承担，容易发生较大失误；部门间协调差 。,10
直线职能制的优点：命令统一，职责明确，专业化管理程度较高，组织稳定。它既保证了管理体系的集中统一，又可以在各级行政负责人的领导下，充分发挥各专业管理机构的作用；直线职能制的缺点：职能部门之间缺乏交流、协作和配合，职能部门与行政负责人之间容易产生摩擦，组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,直线职能制的优缺点：优点——命令统一，职责明确，专业化管理程度较高，组织稳定。它既保证了管理体系的集中统一，又可以在各级行政负责人的领导下，充分发挥各专业管理机构的作用；缺点——职能部门之间缺乏交流、协作和配合，职能部门与行政负责人之间容易产生摩擦，组织系统的灵敏度较低，下级的许多工作要直接向上层领导报告请示才能处理，常常造成企业运作效率低下。,10
矩阵制优点包含：打破单向领导，加强了管理部门间的联系和配合，有利于信息沟通和共同决策，提高工作的效率；把不同的专业人员组织在一起，有利于激发人们的积极性和创造性，提高技术水平和管理水平；把完成任务所需的各种专业知识和经验集中在一起，提高了管理组织的机动性和灵活性。,矩阵制优点：打破单向领导，加强了管理部门间的联系和配合，有利于信息沟通和共同决策，提高工作的效率；把不同的专业人员组织在一起，有利于激发人们的积极性和创造性，提高技术水平和管理水平；把完成任务所需的各种专业知识和经验集中在一起，提高了管理组织的机动性和灵活性。,10
矩阵制缺点包括：组织成员不是固定的，易产生临时的观念，对工作有一定的影响；双重领导，难免发生矛盾，也不易分清责任。,矩阵制缺点：组织成员不是固定的，易产生临时的观念，对工作有一定的影响；双重领导，难免发生矛盾，也不易分清责任。,10
订单处理通常包括订单确认、存货查询、单据处理等内容。是指从接到客户订单开始到着手准备拣货之间的作业阶段。,订单处理是指：从接到客户订单开始到着手准备拣货之间的作业阶段。通常包括订单确认、存货查询、单据处理等内容。,10
订单处理作业所面临的问题包括：如何简化在零售商的订单处理方面的订货作业；如何提高订货资料；正确性如何快速下单。如何简化在配送中心的订单处理方面的接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,订单处理作业所面临的问题：在零售商的订单处理方面——如何简化订货作业；如何提高订货资料；正确性如何快速下单。在配送中心的订单处理方面——如何简化接单作业；如何处理量多繁杂的订货资料；如何掌握订单进度。,10
订单处理的方式包括人工处理和计算机处理。,订单处理的方式：人工处理；计算机处理。,10
订单内容确认、订单接收、订单资料输出 、存货查询及依订单分配存货等组成了订单处理的主要内容 。,订单处理的主要内容：订单内容确认；订单接收；订单资料输出 ；存货查询及依订单分配存货 。,10
订单类型包含：一般交易订单；兑换券交易订单；现销式交易订单；间接交易订单；合约式交易订单；寄库式交易订单。,订单类型：一般交易订单；兑换券交易订单；现销式交易订单；间接交易订单；合约式交易订单；寄库式交易订单。,10
订单处理的基本原则包括：使客户产生信赖感；尽量缩短订货周期；提供紧急订货 ；减少缺货现象；不忽略小客户；装配力求完整；提供对客户有利的包装；要随时提供订单处理的情况。,订单处理的基本原则：要使客户产生信赖感；尽量缩短订货周期；提供紧急订货 ；减少缺货现象；不忽略小客户；装配力求完整；提供对客户有利的包装；要随时提供订单处理的情况。,10
订单准备；订单传输；订单录入；订单履行；订单跟踪构成了订单处理的基本流程。,订单处理的基本流程：订单准备；订单传输；订单录入；订单履行；订单跟踪。,10
分拣作业：将用户所订的货物从储存保管处取出，按用户分类、集中、处理、放置。,分拣作业就是将用户所订的货物从储存保管处取出，按用户分类、集中、处理、放置。,10
依据拣货信息，拣货信息包括多种形式，最常见的就是拣货单是拣货的依据。,拣货依据：依据拣货信息，拣货信息包括多种形式，最常见的就是拣货单。,10
正确且迅速地集合客户所订购的货品是拣货的目的。,拣货目的：正确且迅速地集合客户所订购的货品。,10
使配送不同于一般形式的送货以及其他物流形式的重要支持性工作是分拣，分拣是配送中心作业系统的核心。,分拣是使配送不同于一般形式的送货以及其他物流形式的重要支持性工作，是配送中心作业系统的核心。,10
拣货作业流程：生成拣货资料、行走或搬运、拣取和分类与集中。,拣货作业过程，由生成拣货资料、行走或搬运、拣取和分类与集中几个环节组成。,10
正确且迅速地集合顾客所订购的商品是分拣作业目的。,分拣作业目的在于正确且迅速地集合顾客所订购的商品。,10
拣货单位：拣货作业中拣取货物的包装单位。订货单位合理化主要为了避免过小单位出现在订单中，减少作业量与误差，如订货的最小单位是箱，则不要以单品为拣货单位。  ,拣货单位是指拣货作业中拣取货物的包装单位。订货单位合理化主要是避免过小单位出现在订单中，减少作业量与误差，如订货的最小单位是箱，则不要以单品为拣货单位。  ,10
按订单拣取：分别按每份订单拣货，即分拣完一个订单后，再分拣下一个订单。,按订单拣取是指分别按每份订单拣货，即分拣完一个订单后，再分拣下一个订单。,10
配送作业中拣货包装单位：单件、托盘、箱、特殊物品。,配送作业中拣货包装单位通常有以下四种：单件、托盘、箱、特殊物品。,10
按订单拣取作业又称作“摘果式”、“人到货前式”、“订单别拣选” 或“单一顺序拣选”等。原理是分拣人员或分拣工具巡回于各个储存点，按订单所列商品及数量，将客户所订购的商品逐一由仓库储位或其它作业区中取出，然后集中在一起的一种传统拣货方式。  ,按订单拣取作业原理是：分拣人员或分拣工具巡回于各个储存点，按订单所列商品及数量，将客户所订购的商品逐一由仓库储位或其它作业区中取出，然后集中在一起的一种传统拣货方式，又称作“摘果式”、“人到货前式”、“订单别拣选” 或“单一顺序拣选”等。  ,10
按单分拣作业方法特点包括：易于实施，配货准确度高，不易出错；各客户分拣相互没有约束；分拣完一个货单，货物便配齐，货物不再落地暂存，可直接装车配送；客户数量不受限制，可在很大范围内波动；对机械化、自动化没有严格要求，不受设备水平限制。,按单分拣作业方法特点：易于实施，配货准确度高，不易出错；各客户分拣相互没有约束；分拣完一个货单，货物便配齐，货物不再落地暂存，可直接装车配送；客户数量不受限制，可在很大范围内波动；对机械化、自动化没有严格要求，不受设备水平限制。,10
按单拣选产生的问题包括：商品品种多时，拣货行走路线过长，拣取效率低；拣取区域大时，搬运系统设计困难；少量、多批次拣取时，会造 成拣货路径重复费高，效率降低。,按单拣选产生的问题：商品品种多时，拣货行走路线过长，拣取效率低；    拣取区域大时，搬运系统设计困难；少量、多批次拣取时，会造 成拣货路径重复费高，效率降低。,10
批量拣取又称“播种式”，是指把多张订单集合成一批次，按商品品种类别将数量加总后再进行分拣，分拣完后再按客户订单进行分类处理的拣货作业方式。,批量拣取是把多张订单集合成一批次，按商品品种类别将数量加总后再进行分拣，分拣完后再按客户订单进行分类处理的拣货作业方式，又称“播种式”。,10
复合分拣是指按订单品项、数量和出库频率决定哪些订单适合按单分拣，哪些订单适合批量分拣。是按单分拣与批量分拣的组合运用。,复合分拣是按单分拣与批量分拣的组合运用，按订单品项、数量和出库频率决定哪些订单适合按单分拣，哪些订单适合批量分拣。,10
整合按单分拣方式是指为了提高输配送的效率，将某一地区的订单整合成一张拣货单，做一次分拣后，集中捆包出库。主要应用在每个订单只有一种品项的场合，它属于按单分拣的一种变形方式。,整合按单分拣方式，主要应用在每个订单只有一种品项的场合，为了提高输配送的效率，将某一地区的订单整合成一张拣货单，做一次分拣后，集中捆包出库。它属于按单分拣的一种变形方式,10
作业方法简单；订单处理前置时间短；导入容易且作业弹性大；作业员责任明确，作业容易组织；拣货后不必再进行分类作业是按单分拣的优点。,按单分拣的优点：作业方法简单；订单处理前置时间短；导入容易且作业弹性大；作业员责任明确，作业容易组织；拣货后不必再进行分类作业。,10
合计后拣货、效率较高；盘亏较少是批量分拣的优点。,批量分拣的优点：合计后拣货、效率较高；盘亏较少。,10
人至货前拣选方式：人到储存区寻找并取出所需要的货物。,人至货前拣选方式是指人(或人乘拣选车)到储存区寻找并取出所需要的货物。,10
人至货前拣选方式的特点包括：货物处于静态储存方式，要求货物必须是小型，且出货量较少。,人至货前拣选方式的特点：货物处于静态储存方式，要求货物必须是小型，且出货量较少。,10
货至人前拣选方式：将货物移动到人或拣选机旁，由人或拣选机拣选出所需的货物。,货至人前拣选方式是指将货物移动到人或拣选机旁，由人或拣选机拣选出所需的货物。,10
分拣的动作由自动的机械负责，电子信息输入后自动完成分拣作业，无须人手介入。大致有四个分段：合流、分拣识别、分拣分流和分运。,分拣的动作由自动的机械负责，电子信息输入后自动完成分拣作业，无须人手介入。大致可分为合流、分拣识别、分拣分流和分运四个分段。,10
电子标签拣货系统是一种计算机辅助的无纸化的拣货系统，采用计算机传输拣选指令到操作者面前的显示屏上，导引操作者完成规定的作业。,电子标签拣货系统（DPS）：一种计算机辅助的无纸化的拣货系统，采用计算机传输拣选指令到操作者面前的显示屏上，导引操作者完成规定的作业。,10
电子标签拣货系统的原理是在每一个货位安装数字显示器，利用计算机的控制将订单信息传输到数字显示器内，拣货人员根据数字显示器所显示的数字拣货，拣完货之后按确认钮即完成拣货工作。,电子标签拣货系统的原理：在每一个货位安装数字显示器，利用计算机的控制将订单信息传输到数字显示器内，拣货人员根据数字显示器所显示的数字拣货，拣完货之后按确认钮即完成拣货工作，也叫做电子标签拣货。,10
电子标签功能包括：品种、库位指示； 出库数量显示；操作完成信息确认,电子标签功能：品种、库位指示； 出库数量显示；操作完成信息确认,10
电子标签按功能可以分为：传统电子标签、智慧型电子标签。,电子标签根据其功能可以分为传统电子标签和智慧型电子标签。,10
影响分拣作业效率的重要因素是分拣策略，对不同的订单需求应该采取不同的分拣策略。,分拣策略是影响分拣作业效率的重要因素，对不同的订单需求应采取不同的分拣策略。,10
分区、订单分割、订单分批、分类是决定分拣策略的主要因素,决定分拣策略的四个主要因素：分区、订单分割、订单分批、分类,10
订单分批按方式可分为：总合计量分批、固定订单分批、时窗分批、智能型分批四种。,订单分批方式可分为：总合计量分批、固定订单分批、时窗分批、智能型分批。,10
总合计量分批方式的优缺点：优点是一次拣出商品总量，可使平均拣取路径减到最短；储存区域的储存单位单纯化。缺点是需要功能强大的分类系统完成分类作业，订单数不可过多。,总合计量分批方式的优缺点：优点——一次拣出商品总量，可使平均拣取路径减到最短；储存区域的储存单位单纯化。缺点——需要功能强大的分类系统完成分类作业，订单数不可过多。,10
固定订单量分批方法的优点：维持稳定的拣货效率，使自动化的拣货、分类设备得以发挥最大功效。固定订单量分批方法的缺点：订单的商品总量变化不宜太大，否则会造成分类作业的不经济。,固定订单量分批方法的优缺点：优点——维持稳定的拣货效率，使自动化的拣货、分类设备得以发挥最大功效。缺点——订单的商品总量变化不宜太大，否则会造成分类作业的不经济。,10
智能型分批方式的优点：分批时已考虑到订单的类似性及拣货路径的顺序，使拣货效率更进一步提高。智能型分批方式的缺点：所需软件技术层次较高不易达成，且信息处理的前置时间较长，若发生紧急插单处理作业较为困难。,智能型分批方式的优缺点：优点——分批时已考虑到订单的类似性及拣货路径的顺序，使拣货效率更进一步提高。缺点——所需软件技术层次较高不易达成，且信息处理的前置时间较长，若发生紧急插单处理作业较为困难。,10
补货作业：从保管区域将货品移到另一个为了做订单拣取的动管拣货区域，然后将此迁移作业做书面上之处理。,补货作业包括从保管区域(Reserve Area)将货品移到另一个为了做订单拣取(Order Picking)的动管拣货区域(Home Area)，然后将此迁移作业做书面上之处理。,10
补货作业的目的包括：保证拣货区随时有货可拣，能够及时满足客户订货的需要，以提高拣货的效率。,补货作业的目的是：保证拣货区随时有货可拣，能够及时满足客户订货的需要，以提高拣货的效率。,10
对货物进行储存的区域称为保管储区。,保管储区：是指对货物进行储存的区域。,10
动管储区：在拣货作业时所使用的拣货区域。此区域的货品大多在短时期即将被拣取出货，其货品在储位上流动频率很高所以称为动管储区,动管储区是指：在拣货作业时所使用的拣货区域。此区域的货品大多在短时期即将被拣取出货，其货品在储位上流动频率很高所以称为动管储区,10
补货方式：整箱补货；整托补货；货架之间的补货。,补货方式有：整箱补货；整托补货；货架之间的补货。,10
补货作业的策划必须满足“确保有货可配”和“将待配商品放置在存取都方便的位置”两个前提。,补货作业的策划必须满足两个前提，即“确保有货可配”和“将待配商品放置在存取都方便的位置”。,10
盘点作业：为了对库存商品的数量进行有效控制，并查清商品在库房中的质量状况，必须定期对各储存场所进行清点作业的过程。 ,为了对库存商品的数量进行有效控制，并查清商品在库房中的质量状况，必须定期对各储存场所进行清点作业，这一过程我们称为盘点作业。 ,10
盘点的原因有：是否常发现仓库有不明物品，没标示，没数量，状态不明确？生产计划制定过程中，是否经常出现产品多计划或少计划，造成库存积压和短缺现象？库房现场是否经常凌乱，物料急用时一时难于找到?仓库、现场的盘点是否经常出现异常（数量不准、漏盘、多盘等等），是我们盘点中哪一个环节出现了问题?,盘点的原因：是否常发现仓库有不明物品，没标示，没数量，状态不明确？生产计划制定过程中，是否经常出现产品多计划或少计划，造成库存积压和短缺现象？库房现场是否经常凌乱，物料急用时一时难于找到?仓库、现场的盘点是否经常出现异常（数量不准、漏盘、多盘等等），是我们盘点中哪一个环节出现了问题?,10
盘点的意义包括：A查清实际库存数量；B计算企业资产的损益，掌握盘点周期内的亏盈状况；C发现仓库、现场管理中存在的问题，加强管理，防微杜渐；D掌握物品的存货水平，呆滞物料的情况及物品的周转状况；E发现并清除吊滞料，理整环境、清除死角；F有效整顿仓库、现场等物料存放。,盘点的意义：A查清实际库存数量；B计算企业资产的损益，掌握盘点周期内的亏盈状况；C发现仓库、现场管理中存在的问题，加强管理，防微杜渐；D掌握物品的存货水平，呆滞物料的情况及物品的周转状况；E发现并清除吊滞料，理整环境、清除死角；F有效整顿仓库、现场等物料存放。,10
盘点方法包含：以帐或物区分的帐面存货盘点、实物存货盘点；以盘点区域区分的全面盘点、分类盘点；以盘点周期区分的定期盘点、不定期盘点。,盘点方法：以帐或物区分——帐面存货盘点、实物存货盘点；以盘点区域区分——全面盘点、分类盘点；以盘点周期区分——定期盘点、不定期盘点。,10
账面盘点法又称永续盘点法，是指将每一种物品分别设立“存货帐卡”，然后将每一种物品的出入库数量及有关信息记录在账面上，逐笔汇总出账面库存结余数，保证随时可以从电脑或账册上查悉物品的出入库信息及库存结余量。 ,账面盘点法也叫永续盘点法，就是将每一种物品分别设立“存货帐卡”，然后将每一种物品的出入库数量及有关信息记录在账面上，逐笔汇总出账面库存结余数，保证随时可以从电脑或账册上查悉物品的出入库信息及库存结余量。 ,10
实物盘点又称现货盘点，具体是指在仓库实地去清点调查仓库内的各种物资的库存数，再根据货品单价，计算出实际库存金额的方法。 ,“实物盘点”又称“现货盘点”，就是在仓库实地去清点调查仓库内的各种物资的库存数，再根据货品单价，计算出实际库存金额的方法。 ,10
依存货管理重要性加以分类，设定各分类的盘点期间，每天、每周即作少量少种的盘点，到了月末或期末则每项货品至少完成一次盘点，周而复始称之为循环盘点。,循环盘点指依存货管理重要性加以分类，设定各分类的盘点期间，每天、每周即作少量少种的盘点，到了月末或期末则每项货品至少完成一次盘点，周而复始称之为循环盘点。,10
盘点的原则包括：真实、准确、完整、清楚。,盘点的原则：真实、准确、完整、清楚。,10
盘点前的准备：决策准备；人员准备；环境整理； 盘点工具准备；盘点前指导。,盘点前的准备包括：决策准备；人员准备；环境整理； 盘点工具准备；盘点前指导。,10
配货作业：把拣取分类完成的货品经过配货检查过程后，装入容器和做好标示，再运到发货准备区，待装车后发送。,配货作业（Assorting）：是指把拣取分类完成的货品经过配货检查过程后，装入容器和做好标示，再运到发货准备区，待装车后发送。,10
分货作业：在拣货作业完成之后，将所拣选的货品根据不同的顾客或配送路线进行的分类，对其中需要经过流通加工的商品拣选集中后，先按流通加工方式分类，分别进行加工处理，再按送货要求分类出货的过程。,分货作业是在拣货作业完成之后，将所拣选的货品根据不同的顾客或配送路线进行的分类，对其中需要经过流通加工的商品拣选集中后，先按流通加工方式分类，分别进行加工处理，再按送货要求分类出货的过程。,10
集中不同客户的配送货物，进行搭配装载，以充分利用运能、运力的工作是配装。,配装是指集中不同客户的配送货物，进行搭配装载，以充分利用运能、运力的工作。,10
配货的优点有：A 配货作业是配送中心区别于传统仓储作业的明显特征；B 增加了配货业务，增强了企业的灵活性、竞争力和生存力；C 提高了仓库利用率；D 增加了车辆配载率，使空置、闲置的资源得到了全面的利用。,配货的优点：A 配货作业是配送中心区别于传统仓储作业的明显特征；B 增加了配货业务，增强了企业的灵活性、竞争力和生存力；C 提高了仓库利用率；D 增加了车辆配载率，使空置、闲置的资源得到了全面的利用。,10
保证分货的准确、快速或识别货物的流向是配货印贴标签的作用。,配货印贴标签的作用是保证分货的准确、快速或识别货物的流向。,10
所有分货作业过程全部由人根据订单、拣货单来进行，作业由人、货架、集货设备（货箱、托盘等）配合完成，不借助任何电脑或自动化的辅助设备就是人工分货。,人工分货是指所有分货作业过程全部由人根据订单、拣货单来进行，作业由人、货架、集货设备（货箱、托盘等）配合完成，不借助任何电脑或自动化的辅助设备。,10
利用自动分类机及分辨系统完成分货就是自动分类机分货。,自动分类机分货是指利用自动分类机及分辨系统完成分货。,10
利用旋转货架完成分货工作就是旋转架分货。,旋转架分货是指：利用旋转货架完成分货工作。,10
配货检查的方法包括：人工检查法、条码检查法、声音输入检查法、重量计算检查法。,配货检查的方法有：人工检查法、条码检查法、声音输入检查法、重量计算检查法。,10
配货作业中的包装主要是运输包装，主要作用是保护货物并将多个零散包装物品放人大小合适的箱子中，实现整箱集中装卸、成组化搬运等，减少搬运次数，降低货损，提高配送效率。,配货作业中的包装主要是指运输包装，其主要作用是为了保护货物并将多个零散包装物品放人大小合适的箱子中，以实现整箱集中装卸、成组化搬运等，同时减少搬运次数，降低货损，提高配送效率。,10
配装：配送中心按存货客户的指令，根据目的地、发货数量、线路等对待发货的物品进行配车并装车的活动。,配装（goods matching）指配送中心按存货客户的指令，根据目的地、发货数量、线路等对待发货的物品进行配车并装车的活动。,10
送货作业：将拣取分类完成之货品作好出货检查，装入合适的容器，做好标志，根据车辆趟次别或厂商别等指示将物品运至出货准备区，最后装车配送，是配送作业的最后一个环节。,送货作业是指将拣取分类完成之货品作好出货检查，装入合适的容器，做好标志，根据车辆趟次别或厂商别等指示将物品运至出货准备区，最后装车配送，是配送作业的最后一个环节。,10
配送运输又称输配送，对整个运输过程有着很重要的影响。属于末端运输、支线运输。,配送运输（又称输配送）属于运输中的末端运输、支线运输，对整个运输过程有着很重要的影响。,10
配送运输有短距离、小批量、高频率的特点。,配送运输通常是一种短距离、小批量、高频率。,10
将客户所需的物品通过运输工具以及一定的运输路线和其他设备送达到客户手中的物流活动称为送货。,送货是指将客户所需的物品通过运输工具以及一定的运输路线和其他设备送达到客户手中的物流活动。 ,10
节约里程法的意义包括：满足客户配送需要；减少配送车辆使用；减少配送车辆使用。,节约里程法的意义：满足客户配送需要；减少配送车辆使用；减少配送车辆使用。,10
集中存储货物，保持合理的库存；控制物流费用；避免迂回运输和相向运输等不合理现象；提高服务质量，扩大销售等都是配送中心规划目标应考虑的因素。,配送中心规划目标应考虑的因素：集中存储货物，保持合理的库存；控制物流费用；避免迂回运输和相向运输等不合理现象；提高服务质量，扩大销售。,10
配送中心规划的原则有：动态原则；低运费原则；服务和竞争原则；交通便利原则；统筹原则。,配送中心规划的原则：动态原则；低运费原则；服务和竞争原则；交通便利原则；统筹原则。,10
配送中心规划的过程：配送中心的设立时机规划；配送中心的类型选择；配送中心的所有者选择；配送中心的地址选择；配送中心的规模选择；配送中心的设施设备选择；配送中心的组织结构和岗位设置。,配送中心规划的程序：配送中心的设立时机规划；配送中心的类型选择；配送中心的所有者选择；配送中心的地址选择；配送中心的规模选择；配送中心的设施设备选择；配送中心的组织结构和岗位设置。,10
配送中心作业方案规划阶段包括：功能流程设计； 平面及设施布置； 信息系统规划； 作业流程设计； 组织结构及人员配置； 制定进度计划；  建设成本的概算 。,配送中心作业方案规划阶段：功能流程设计； 平面及设施布置； 信息系统规划； 作业流程设计； 组织结构及人员配置； 制定进度计划；  建设成本的概算 。,10
配送中心的各个阶段：配送中心评估阶段；配送中心设计阶段；配送中心实施阶段。,配送中心各阶段包括：配送中心评估阶段；配送中心设计阶段；配送中心实施阶段。,10
在一个具有若干供应点及若干个需求点的经济区域内，选一个地址设置配送中心的规划过程称为配送中心选址。,配送中心选址是指在一个具有若干供应点及若干个需求点的经济区域内，选一个地址设置配送中心的规划过程。,10
战略性原则、适应性原则、因地制宜原则、协调性原则、经济性原则等是配送中心的选址原则。,配送中心的选址原则：战略性原则；适应性原则；因地制宜原则；协调性原则；经济性原则。,10
配送中心的选址应考虑的因素包含：尽量靠近客户；尽可能靠近交通干线；尽量将配送中心建在地价便宜、交通方便的郊区；尽可能考虑人力资源方面的问题；尽可能考虑地理、气候等自然条件方面的问题。,配送中心的选址应考虑的因素：尽量靠近客户；尽可能靠近交通干线；尽量将配送中心建在地价便宜、交通方便的郊区；尽可能考虑人力资源方面的问题；尽可能考虑地理、气候等自然条件方面的问题。,10
物流配送中心选址规划所考虑的因素有：经济环境因素  ；自然环境因素；政策环境因素  。,物流配送中心选址规划所考虑的因素 ：经济环境因素  ；自然环境因素；政策环境因素  。,10
配送中心选址前要先确定建设配送中心的数量及网络结构图。,配送中心选址前，首先要确定建设配送中心的数量及网络结构图。,10
重心法是一种精确解析方法，适于单中心选址问题。利用求平面物体重心的原理求物流系统中配送重心的设置位置而得名。,重心法：利用求平面物体重心的原理求物流系统中配送重心的设置位置而得名。是一种精确解析方法，适于单中心选址问题。,10
重心法的假设条件包括：需求量集中于某一点上；不同地点物流节点的建设费用、运营费用相同；运输费用随运输距离成正比增加；运输线路为空间直线。,重心法的假设条件：需求量集中于某一点上；不同地点物流节点的建设费用、运营费用相同；运输费用随运输距离成正比增加；运输线路为空间直线。,10
重心法的优点有：数据容易搜集，计算简单，容易理解。由于通常不需要对物流系统进行整体评估，所以在单一设施选址时常采用解析方法。 ,重心法的优点：数据容易搜集，计算简单，容易理解。由于通常不需要对物流系统进行整体评估，所以在单一设施选址时常采用解析方法。 ,10
重心法的缺点有：一般此法是根据可变成本来进行选址的，没有区分在不同地点物流配送中心或网点所需资本成本的差异；该方法假设运费随距离呈线性变化，而实际生活中运费常常是随距离增大而递减；配送中心和其他网络节点之间的路线通常假定为直线，且被选地址是连续的，这都不符合实际情况。,重心法的缺点：首先，一般此法是根据可变成本来进行选址的，没有区分在不同地点物流配送中心或网点所需资本成本的差异；其次，该方法假设运费随距离呈线性变化，而实际生活中运费常常是随距离增大而递减；另外，配送中心和其他网络节点之间的路线通常假定为直线，且被选地址是连续的，这都不符合实际情况。,10
配送中心总体设计流程包括：基础规划资料分析；规划条件设定；作业功能规划；作业流程规划；作业区域布局规划。,配送中心总体设计流程：基础规划资料分析；规划条件设定；作业功能规划；作业流程规划；作业区域布局规划。,10
作业流程规划以后就可以根据配送中心的运营特性规划所需要的作业区域。其中作业区域包括物流作业区域、辅助作业区域和事务活动区域。,作业流程规划以后，即可根据配送中心的运营特性规划所需要的作业区域。作业区域包括物流作业区域、辅助作业区域和事务活动区域。,10
